Distrito,Candidato,Partido,Pacto,Votos,%,Resultado,Año
46,Carlos Martínez Hernández,ILJ,Alianza,1109,"1,26",,2013
47,José Pérez Arriagada,PRSD,Nueva Mayoría,53 539,"43,41",Diputado,2013
47,Cristóbal Urruticoechea Ríos,ILJ,Alianza,19 838,"16,08",,2013
47,Roberto Poblete Zapata,ILC,Nueva Mayoría,15 826,"12,83",Diputado,2013
47,Joel Rosales Guzmán,UDI,Alianza,14 818,"12,01",,2013
47,Enrique Krause Lobos,IND,Independiente,10 754,"8,72",,2013
47,Juan José Torres Paredes,PRO,"Si tú quieres, Chile cambia",5366,"4,35",,2013
47,Bárbara Paz Ulloa Pérez,ILH,Nueva Constitución para Chile,1995,"1,62",,2013
47,Antonio Gutiérrez Bravo,ILH,Nueva Constitución para Chile,1206,"0,98",,2013
48,Mario Venegas Cárdenas,PDC,Nueva Mayoría,22 641,"36,44",Diputado,2013
48,Jorge Rathgeb Schifferli,RN,Alianza,16 449,"26,47",Diputado,2013
48,Gonzalo Arenas Hodar,UDI,Alianza,11 117,"17,89",,2013
48,Valeria Rain Calfiman,PS,Nueva Mayoría,8894,"14,31",,2013
48,Diego Ancalao Gavilán,PRI,Partido Regionalista de los Independientes,3037,"4,89",,2013
49,Fuad Chahín Valenzuela,PDC,Nueva Mayoría,26 584,"43,65",Diputado,2013
49,Diego Paulsen Kehr,RN,Alianza,16 017,"26,3",Diputado,2013
49,Marcelo Segura Herrera,PPD,Nueva Mayoría,9153,"15,03",,2013
49,Enrique Estay Peñaloza,UDI,Alianza,6754,"11,09",,2013
49,Marcelino Collio Calcomin,ILI,"Si tú quieres, Chile cambia",1349,"2,21",,2013
49,Gloria Mujica Ascui,PH,Partido Humanista,1049,"1,72",,2013
50,René Saffirio Espinoza,PDC,Nueva Mayoría,44 111,"36,83",Diputado,2013
50,Germán Becker Alvear,RN,Alianza,40 011,"33,41",Diputado,2013
50,Romina Tuma Zeidan,PPD,Nueva Mayoría,23 372,"19,51",,2013
50,Ximena Urzúa Zirotti,UDI,Alianza,4455,"3,72",,2013
50,Marco Lobos Vásquez,PRO,"Si tú quieres, Chile cambia",3225,"2,69",,2013
50,Luis Vivanco Manríquez,PH,Partido Humanista,2091,"1,75",,2013
50,Hugo Herrera Vidal,PRO,"Si tú quieres, Chile cambia",1273,"1,06",,2013
50,Andre Cabrolier Sanhueza,PH,Partido Humanista,1232,"1,03",,2013
51,Joaquín Tuma Zedan,PPD,Nueva Mayoría,22 191,"36,61",Diputado,2013
51,José Manuel Edwards Silva,RN,Alianza,19 445,"32,08",Diputado,2013
51,Mauricio Ojeda Rebolledo,ILJ,Alianza,8757,"14,45",,2013
51,Juan Carlos Paillalef Alarcón,PRSD,Nueva Mayoría,8708,"14,37",,2013
51,Alexander Lavín Molina,PH,Partido Humanista,1511,"2,49",,2013
52,Fernando Meza Moncada,PRSD,Nueva Mayoría,19 375,"31,98",Diputado,2013
52,René Manuel García García,RN,Alianza,14 372,"23,73",Diputado,2013
52,Francisco Reyes Salgado,UDI,Alianza,13 924,"22,99",,2013
52,José Montalva Feuerhake,PPD,Nueva Mayoría,11 197,"18,46",,2013
52,José Castro Méndez,PH,Partido Humanista,1740,"2,87",,2013
53,Iván Flores García,PDC,Nueva Mayoría,29 366,"36,24",Diputado,2013
53,Bernardo Berger Fett,RN,Alianza,20 836,"25,71",Diputado,2013
53,Boris Olguín Morales,PS,Nueva Mayoría,14 581,"17,99",,2013
53,Remza Delic Sasso,UDI,Alianza,6923,"8,54",,2013
53,Pablo Andrés Moya Núñez,PRO,"Si tú quieres, Chile cambia",3272,"4,04",,2013
53,Edwin Arancibia Rojas,ILH,Nueva Constitución para Chile,2631,"3,25",,2013
53,María Angélica Alvear Montecinos,PH,Partido Humanista,1824,"2,25",,2013
53,Hugo Gerter Jara,PH,Partido Humanista,1604,"1,98",,2013
54,Enrique Jaramillo Becker,PPD,Nueva Mayoría,34 538,"49,88",Diputado,2013
54,Gonzalo Fuenzalida Figueroa,RN,Alianza,13 650,"19,71",Diputado,2013
54,Gastón von Mühlenbrock Zamora,UDI,Alianza,12 574,"18,16",,2013
54,Patricio Ulloa Heinsohn,PDC,Nueva Mayoría,3814,"5,51",,2013
54,Paolo Alderete Pérez,Ind,Independiente,3043,"4,39",,2013
54,Rodrigo Erazo Walton,PH,Partido Humanista,1625,"2,35",,2013
55,Sergio Ojeda Uribe,PDC,Nueva Mayoría,24 071,"34,2",Diputado,2013
55,Javier Hernández Hernández,UDI,Alianza,19 280,"27,4",Diputado,2013
55,Gustavo Salvo Pereira,ILC,Nueva Mayoría,16 389,"23,2",,2013
55,Rodrigo Carrasco Arata,ILJ,Alianza,5888,"8,37",,2013
55,Juan Carlos Soto Sanhueza,PRI,Partido Regionalista de los Independientes,1634,"2,32",,2013
55,Mario González Esparza,PRO,"Si tú quieres, Chile cambia",1342,"1,91",,2013
55,Vicente Papic Arce,ILI,"Si tú quieres, Chile cambia",991,"1,41",,2013
55,Samuel Guzmán Traimun,PRI,Partido Regionalista de los Independientes,782,"1,11",,2013
56,Fidel Espinoza Sandoval,PS,Nueva Mayoría,38 554,"55,16",Diputado,2013
56,Felipe de Mussy Hiriart,UDI,Alianza,15 961,"22,84",Diputado,2013
56,Marcelo Ruiz Álvarez,RN,Alianza,5508,"7,88",,2013
56,Adolfo Alvial Muñoz,PDC,Nueva Mayoría,4216,"6,03",,2013
56,Orietat Llauca Huala,IND,Independiente,2359,"3,38",,2013
56,Verónica Cifuentes Álvarez,PRO,"Si tú quieres, Chile cambia",1264,"1,81",,2013
56,Luis Felipe Zúñiga Obando,PRI,Partido Regionalista de los Independientes,813,"1,16",,2013
56,Mauricio Henriquez Barría,PRI,Partido Regionalista de los Independientes,713,"1,02",,2013
56,Donald Salgado Mac-Conell,ILI,"Si tú quieres, Chile cambia",504,"0,72",,2013
57,Patricio Vallespín López,PDC,Nueva Mayoría,37 964,"45,32",Diputado,2013
57,Marisol Turres Figueroa,UDI,Alianza,19 292,"23,03",Diputada,2013
57,José Aburto Barría,PRI,Partido Regionalista de los Independientes,6095,"7,28",,2013
57,Luis Masferrer Farías,RN,Alianza,5716,"6,82",,2013
57,Gonzalo Valenzuela Oyarzo,ILI,"Si tú quieres, Chile cambia",5323,"6,35",,2013
57,Leopoldo Pineda Herrera,ILC,Nueva Mayoría,4790,"5,72",,2013
57,Mario Paredes López,ILH,Nueva Constitución para Chile,2806,"3,35",,2013
57,Carol Vukasovic Montt,PRI,Partido Regionalista de los Independientes,1785,"2,13",,2013
58,Jenny Álvarez Vera,PS,Nueva Mayoría,23 895,"38,09",Diputada,2013
58,Alejandro Santana Tirachini,RN,Alianza,20 526,"32,72",Diputado,2013
58,Mauricio Henríquez Sandoval,PDC,Nueva Mayoría,7870,"12,55",,2013
58,Víctor Bahamonde Bintrup,ILH,Nueva Constitución para Chile,3669,"5,85",,2013
58,Pablo Santiago Livesey,UDI,Alianza,2268,"3,62",,2013
58,Susana Garcés Remolcoy,PRI,Partido Regionalista de los Independientes,1962,"3,13",,2013
58,María Gladys Oyarzo Zúñiga,ILI,"Si tú quieres, Chile cambia",1730,"2,76",,2013
58,Heriberto Díaz Lipsky,PRI,Partido Regionalista de los Independientes,814,"1,3",,2013
59,Iván Fuentes Castillo,ILC,Nueva Mayoría,9128,"25,36",Diputado,2013
59,David Sandoval Plaza,UDI,Alianza,8595,"23,88",Diputado,2013
59,Viviana Betancourt Gallegos,PS,Nueva Mayoría,7527,"20,91",,2013
59,Antonio Hovarth Gutiérrez,RN,Alianza,5385,"14,89",,2013
59,René Alinco Bustos,PRI,Partido Regionalista de los Independientes,2880,8,,2013
59,Claudia Andrea Torres Delgado,IND,Independiente,2242,"6,23",,2013
59,Víctor Acevedo Rivera,PRI,Partido Regionalista de los Independientes,259,"0,72",,2013
60,Gabriel Boric Font,IND,Independiente,15 417,"26,18",Diputado,2013
60,Juan Morano Cornejo,PDC,Nueva Mayoría,10 760,"18,27",Diputado,2013
60,Domingo Rubilar Ruiz,PPD,Nueva Mayoría,8122,"13,79",,2013
60,Karim Bianchi Retamales,IND,Independiente,7999,"13,59",,2013
60,Sandra Amar Mancilla,ILJ,Alianza,6581,"11,18",,2013
60,Gloria Vilicic Peña,RN,Alianza,6541,"11,11",,2013
60,Rodrigo Utz Contreras,IND,Independiente,2619,"4,45",,2013
60,Margarita Novakovic Kalasich,PRI,Partido Regionalista de los Independientes,545,"0,93",,2013
60,Jorge Patricio Ivelic Suárez,PRI,Partido Regionalista de los Independientes,295,"0,5",,2013
1,65. Patricio López Berrios,RN,P. Chile Vamos,1806,"2,54%",,2017
1,66. Nino Baltolu Rasera,UDI,P. Chile Vamos,9272,"13,02%",Diputado,2017
1,67. Lorena Jiménez Watt,PRI,P. Chile Vamos,720,"1,01%",,2017
1,68. Marcelo Zara Pizarro,Evópoli,P. Chile Vamos,3366,"4,73%",,2017
1,62. Andrea Macarena Murillo Neumann,PDC,O. Convergencia Democrática,1531,"2,15%",,2017
1,63. Richard Vildoso Rojas,PDC,O. Convergencia Democrática,541,"0,76%",,2017
1,64. Héctor Hermógenes Riveros Vidal,PDC,O. Convergencia Democrática,344,"0,48%",,2017
1,58. Luis Rocafull López,PS,N. La Fuerza de la Mayoría,6430,"9,03%",Diputado,2017
1,59. Iván Paredes Fierro,IND-PS,N. La Fuerza de la Mayoría,5151,"7,23%",,2017
1,60. Angelo Alejandro Carrasco Arias,PPD,N. La Fuerza de la Mayoría,1746,"2,45%",,2017
1,61. Carolina Eliana Videla Osorio,PCCh,N. La Fuerza de la Mayoría,2630,"3,69%",,2017
1,54. Vlado Mirosevic Verdugo,PL,G. Frente Amplio,24 273,"34,09%",Diputado,2017
1,55. Camila Navarro Aguayo,PL,G. Frente Amplio,1784,"2,51%",,2017
1,56. Iván Figueroa Llona,PH,G. Frente Amplio,927,"1,30%",,2017
1,57. Héctor Medina Céspedes,IND-PI,G. Frente Amplio,349,"0,49%",,2017
1,50. Rodrigo Antonio Cuevas Troncoso,IND-PRO,B. Por Todo Chile,8841,"12,42%",,2017
1,51. Carolina Adriana Herrera Calquín,IND-PRO,B. Por Todo Chile,713,"1,00%",,2017
1,52. Camilo Adolfo Medina Cusi,IND-PRO,B. Por Todo Chile,326,"0,46%",,2017
1,53. Rossana Virginia Alvarado Pinto,IND-PRO,B. Por Todo Chile,445,"0,63%",,2017
2,67. Renzo Trisotti Martínez,UDI,P. Chile Vamos,20 084,"22,22%",Diputado,2017
2,68. Gabriela Monsalvez Rojas,PRI,P. Chile Vamos,904,"1,00%",,2017
2,69. Natan Olivos Nuñez,Evópoli,P. Chile Vamos,693,"0,77%",,2017
2,70. Ramón Galleguillos Castillo,RN,P. Chile Vamos,17 279,"19,11%",Diputado,2017
2,64. Mariela Basualto Ávalos,PDC,O. Convergencia Democrática,2588,"2,86%",,2017
2,65. Ana María Luksic Romero,PDC,O. Convergencia Democrática,961,"1,06%",,2017
2,66. Pablo Ornaldo Valenzuela Huanca,PDC,O. Convergencia Democrática,781,"0,86%",,2017
2,60. Hugo Gutiérrez Gálvez,PCCh,N. La Fuerza de la Mayoría,14 332,"15,85%",Diputado,2017
2,61. Patricio Martínez Fuentes,PRSD,N. La Fuerza de la Mayoría,3189,"3,53%",,2017
2,62. Danisa Astudillo Peiretti,PS,N. La Fuerza de la Mayoría,8435,"9,33%",,2017
2,63. Juan Marroquín Guzmán,PPD,N. La Fuerza de la Mayoría,1814,"2,01%",,2017
2,56. Rafael Montes González,Amplitud,H. Sumemos,817,"0,90%",,2017
2,57. Héctor Ticuna Vilca,Amplitud,H. Sumemos,758,"0,84%",,2017
2,58. Carolina Vásquez Espinoza,IND-Amplitud,H. Sumemos,497,"0,55%",,2017
2,59. Manuel Sánchez Loyola,Todos,H. Sumemos,432,"0,48%",,2017
2,52. Sebastián Vergara Alfaro,PH,G. Frente Amplio,2418,"2,67%",,2017
2,53. Miguel Alfredo Rocha Sarmiento,Poder,G. Frente Amplio,869,"0,96%",,2017
2,54. Rodrigo Oliva Vicentelo,PI,G. Frente Amplio,3391,"3,75%",,2017
2,55. Roxana Vigueras Cherres,PL,G. Frente Amplio,4974,"5,50%",,2017
2,71. Freddy Marcos Araneda Barahona,IND,Candidatura independiente,3746,"4,14%",,2017
2,50. Carlos Eduardo Santelices Lagos,IND-País,B. Por Todo Chile,601,"0,66%",,2017
2,51. Myla Etelvina Chávez Fajardo,IND-País,B. Por Todo Chile,843,"0,93%",,2017
3,50. Janett Shirley Guerra Aburto,IND-PRO,B. Por Todo Chile,1692,"1,04%",,2017
3,51. Claudio Andrés Sánchez Bustos,PRO,B. Por Todo Chile,1214,"0,75%",,2017
3,52. Galia Aguilera Caballero,PTR,D. Partido de Trabajadores Revolucionarios,1475,"0,91%",,2017
3,53. Daniel Vargas Downing,PTR,D. Partido de Trabajadores Revolucionarios,1154,"0,71%",,2017
3,54. Nancy Lanzarini Walker,PTR,D. Partido de Trabajadores Revolucionarios,1098,"0,68%",,2017
3,55. Nestór Vera Rojas,PTR,D. Partido de Trabajadores Revolucionarios,934,"0,58%",,2017
3,56. Fernando San Román Bascuñán,PH,G. Frente Amplio,5729,"3,53%",,2017
3,57. Sandra Carmona Pizarro,PI,G. Frente Amplio,3102,"1,91%",,2017
3,58. Catalina Pérez Salinas,RD,G. Frente Amplio,6106,"3,76%",Diputada,2017
3,59. Pablo Alejandro Herrera Monardes,RD,G. Frente Amplio,3619,"2,23%",,2017
3,60. Freddy Cristian Antilef Leiva,Poder,G. Frente Amplio,823,"0,51%",,2017
3,61. Edgar Muñoz Retamales,PL,G. Frente Amplio,1259,"0,78%",,2017
3,62. Constantino Zafirópulos Bossy,Amplitud,H. Sumemos,3460,"2,13%",,2017
3,63. Harry Robledo Cortés,Amplitud,H. Sumemos,562,"0,35%",,2017
3,64. Paola Andrea Higueras Labra,Amplitud,H. Sumemos,952,"0,59%",,2017
3,65. Sacha Iván Razmilic Burgos,CIU,H. Sumemos,1097,"0,68%",,2017
3,66. Rodrigo Javier Borne Carnarton,CIU,H. Sumemos,595,"0,37%",,2017
3,67. Sergio Javier Pizarro Gómez,IND-CIU,H. Sumemos,1993,"1,23%",,2017
3,68. Antonio Parisi Fernández,DRP,K. Coalición Regionalista Verde,5513,"3,40%",,2017
3,69. Esteban Zlatar Franulic,DRP,K. Coalición Regionalista Verde,1229,"0,76%",,2017
3,70. Daniel Ernesto Adaro Silva,FRVS,K. Coalición Regionalista Verde,5252,"3,23%",,2017
3,71. Carolina Elizabeth Mobarec Valencia,FRVS,K. Coalición Regionalista Verde,870,"0,54%",,2017
3,72. Esteban Jorge Velásquez Núñez,FRVS,K. Coalición Regionalista Verde,10 067,"6,20%",Diputado,2017
3,73. Diela María Álvarez Ortega,FRVS,K. Coalición Regionalista Verde,411,"0,25%",,2017
3,74. Marcela Ximena Hernando Pérez,PRSD,N. La Fuerza de la Mayoría,14 817,"9,13%",Diputada,2017
3,75. Marcos Andrés Espinosa Monardes,PRSD,N. La Fuerza de la Mayoría,6596,"4,06%",,2017
3,76. Sol Romero del Villar,PRSD,N. La Fuerza de la Mayoría,1233,"0,76%",,2017
3,77. Luis Caprioglio Rabello,PS,N. La Fuerza de la Mayoría,5667,"3,49%",,2017
3,78. Alejandra Pozo Cortez,IND-PCCh,N. La Fuerza de la Mayoría,3104,"1,91%",,2017
3,79. Jaime Araya Guerrero,IND-PPD,N. La Fuerza de la Mayoría,8997,"5,54%",,2017
3,80. Valentín Volta Valencia,PDC,O. Convergencia Democrática,4763,"2,93%",,2017
3,81. Sonya Ivonne Langenbach Ruiz,PDC,O. Convergencia Democrática,992,"0,61%",,2017
3,82. Miriam Carolina González Bernal,IND-IC,O. Convergencia Democrática,606,"0,37%",,2017
3,83. Carlos Enrique López Vega,PRI,P. Chile Vamos,3193,"1,97%",,2017
3,84. Ignacio León Cuevas,IND-Evópoli,P. Chile Vamos,2418,"1,49%",,2017
3,85. Paulina Núñez Urrutia,RN,P. Chile Vamos,37 768,"23,26%",Diputada,2017
3,86. José Miguel Castro Bascuñán,RN,P. Chile Vamos,5183,"3,19%",Diputado,2017
3,87. Pablo Toloza Fernández,UDI,P. Chile Vamos,3528,"2,17%",,2017
3,88. Claudia Meneses Oliva,IND-UDI,P. Chile Vamos,3204,"2,03%",,2017
4,50. José Campos Velíz,IND-PRO,B. Por Todo Chile,688,"0,73%",,2017
4,51. Ulises Carabantes Ahumada,IND-PRO,B. Por Todo Chile,678,"0,72%",,2017
4,52. Fabiola Escarlen Ewert Daza,IND-PRO,B. Por Todo Chile,530,"0,57%",,2017
4,53. Héctor Alejandro Zamorano García,IND-PRO,B. Por Todo Chile,1194,"1,27%",,2017
4,54. Inti Eleodoro Salamanca Fernández,Poder,G. Frente Amplio,6231,"6,65%",,2017
4,55. Juan Manuel Antonio Díaz Michea,Poder,G. Frente Amplio,648,"0,69%",,2017
4,56. Luis Alberto Acuña Castillo,IND-Poder,G. Frente Amplio,1087,"1,16%",,2017
4,57. Patricia Erika Álvarez Olave,IND-Poder,G. Frente Amplio,816,"0,87%",,2017
4,58. Mario Vargas Pizarro,RD,G. Frente Amplio,1304,"1,39%",,2017
4,59. Sandra Peña Marambio,IND-RD,G. Frente Amplio,639,"0,68%",,2017
4,60. Jaime Mulet Martínez,FRVS,K. Coalición Regionalista Verde,9393,"10,02%",Diputado,2017
4,61. Yhanss Delgado Quevedo,FRVS,K. Coalición Regionalista Verde,651,"0,69%",,2017
4,62. Clara Meneses Coloma,FRVS,K. Coalición Regionalista Verde,313,"0,33%",,2017
4,63. Sandra Guerra Turcati,FRVS,K. Coalición Regionalista Verde,270,"0,29%",,2017
4,64. John Martínez Gallardo,FRVS,K. Coalición Regionalista Verde,590,"0,63%",,2017
4,65. Pedro Cid Cid,IND-FRVS,K. Coalición Regionalista Verde,2070,"2,21%",,2017
4,66. Mario Rivas Silva,PCCh,N. La Fuerza de la Mayoría,3795,"4,05%",,2017
4,67. Daniella Cicardini Milla,PS,N. La Fuerza de la Mayoría,16 488,"17,58%",Diputada,2017
4,68. Juan Rubén Santana Castillo,PS,N. La Fuerza de la Mayoría,6245,"6,66%",Diputado,2017
4,69. Juan Carlos Meléndez Mackenzie,PRSD,N. La Fuerza de la Mayoría,5347,"5,70%",,2017
4,70. Jorge Hidalgo Hidalgo,PPD,N. La Fuerza de la Mayoría,2090,"2,23%",,2017
4,71. Pilar Soto Rivas,PDC,O. Convergencia Democrática,2495,"2,66%",,2017
4,72. Vitalia Maricel Muñoz Castillo,IC,O. Convergencia Democrática,832,"0,89%",,2017
4,73. Raúl Palacios Auspont,MAS,O. Convergencia Democrática,197,"0,21%",,2017
4,74. José Ignacio Díaz Maldonado,MAS,O. Convergencia Democrática,178,"0,19%",,2017
4,75. Fabiola Cristina Asmad Reyes,MAS,O. Convergencia Democrática,305,"0,33%",,2017
4,76. Sebastián Manuel Campos Campillay,MAS,O. Convergencia Democrática,463,"0,49%",,2017
4,77. Sofía Cid Versalovic,RN,P. Chile Vamos,13 325,"14,21%",Diputada,2017
4,78. René Aedo Ormeño,RN,P. Chile Vamos,3006,"3,21%",,2017
4,79. Nelly Galeb Bou,RN,P. Chile Vamos,2019,"2,15%",,2017
4,80. Nicolás Noman Garrido,UDI,P. Chile Vamos,5974,"6,37%",Diputado,2017
4,81. Carlos Vilches Guzmán,UDI,P. Chile Vamos,3090,"3,30%",,2017
4,82. Juan Antonio Pérez Marín,UDI,P. Chile Vamos,816,"0,87%",,2017
5,50. Julio Moisés Zapata Rodríguez,PRO,B. Por Todo Chile,1183,"0,51%",,2017
5,92. Andrea Guzmán Herrera,IND,Candidatura independiente,5502,"2,37%",,2017
5,51. Nelson Rodrigo Gálvez Pérez,IND-RD,G. Frente Amplio,3726,"1,61%",,2017
5,52. Patricia Aguirre González,RD,G. Frente Amplio,2996,"1,29%",,2017
5,53. Magallanes Espinosa Bertrán,RD,G. Frente Amplio,4478,"1,93%",,2017
5,54. Marisol Céspedes Aguirre,RD,G. Frente Amplio,2950,"1,27%",,2017
5,55. Daniella Cortés Bauer,PI,G. Frente Amplio,2564,"1,11%",,2017
5,56. Jaime Enrique Fernández Madrid,PI,G. Frente Amplio,1221,"0,53%",,2017
5,57. Agustín González Moreno,PH,G. Frente Amplio,904,"0,39%",,2017
5,58. Tirso Antonio González Alquinta,PEV,G. Frente Amplio,2826,"1,22%",,2017
5,59. Yerko Ávalos Villarroel,Amplitud,H. Sumemos,8464,"3,61%",,2017
5,60. Alejandro Tello Arata,Amplitud,H. Sumemos,1492,"0,64%",,2017
5,61. Nidia Milla Irarrázaval,Amplitud,H. Sumemos,323,"0,14%",,2017
5,62. Carolina Torres González,IND-Amplitud,H. Sumemos,959,"0,41%",,2017
5,63. Pedro Araya Ávila,Amplitud,H. Sumemos,653,"0,28%",,2017
5,64. Gabriel Caballero Berrios,IND-Amplitud,H. Sumemos,407,"0,18%",,2017
5,65. Pedro Antonio Castillo Castillo,Amplitud,H. Sumemos,1658,"0,71%",,2017
5,66. Pedro Antonio Velásquez Seguel,IND-FRVS,K. Coalición Regionalista Verde,22 587,"9,74%",Diputado,2017
5,67. Ángela Ercilia Rojas Barrios,IND-FRVS,K. Coalición Regionalista Verde,1378,"0,59%",,2017
5,68. Jorge Adrián Monsalve Vargas,IND-FRVS,K. Coalición Regionalista Verde,427,"0,18%",,2017
5,69. Ernesto Velasco Rodríguez,PRSD,N. La Fuerza de la Mayoría,11 929,"5,14%",,2017
5,70. Cesár Antonio Valencia Cortés,IND-PRSD,N. La Fuerza de la Mayoría,3444,"1,48%",,2017
5,71. Daniel Núñez Arancibia,PCCh,N. La Fuerza de la Mayoría,15 300,"6,60%",Diputado,2017
5,72. Elisa Cortés Araya,PCCh,N. La Fuerza de la Mayoría,1895,"0,82%",,2017
5,73. Raúl Saldívar Auger,PS,N. La Fuerza de la Mayoría,11 077,"4,78%",Diputado,2017
5,74. Luis Lemus Aracena,PS,N. La Fuerza de la Mayoría,10 469,"4,51%",,2017
5,75. Miguel Ángel Alvarado Ramírez,PPD,N. La Fuerza de la Mayoría,7330,"3,16%",,2017
5,76. Alejandra Margarita Díaz Maluenda,PPD,N. La Fuerza de la Mayoría,1465,"0,63%",,2017
5,77. Matías Walker Prieto,PDC,O. Convergencia Democrática,15 468,"6,67%",Diputado,2017
5,78. Pedro Prado Moreno,PDC,O. Convergencia Democrática,1320,"0,57%",,2017
5,79. Cecilia Tirado Soto,PDC,O. Convergencia Democrática,1352,"0,58%",,2017
5,80. Cristian Galleguillos Vega,PDC,O. Convergencia Democrática,5373,"2,32%",,2017
5,81. Adriana Vergara Manque,PDC,O. Convergencia Democrática,977,"0,42%",,2017
5,82. Denis Cortés Aguilera,PDC,O. Convergencia Democrática,8699,"3,75%",,2017
5,83. Carolina Inés Henríquez Gutiérrez,PDC,O. Convergencia Democrática,3213,"1,39%",,2017
5,84. Sergio Gahona Salazar,UDI,P. Chile Vamos,27 332,"11,78%",Diputado,2017
5,85. Ivon Guerra Aguilera,UDI,P. Chile Vamos,4272,"1,84%",,2017
5,86. Juan Manuel Fuenzalida Cobo,UDI,P. Chile Vamos,4331,"1,87%",Diputado,2017
5,87. Ernestina Sarmiento Rivera,IND-UDI,P. Chile Vamos,1340,"0,58%",,2017
5,88. Carlos Cruz-Coke Carvallo,RN,P. Chile Vamos,9542,"4,11%",,2017
5,89. Roberto Vega Campusano,RN,P. Chile Vamos,6372,"2,75%",,2017
5,90. Francisco Eguiguren Correa,RN,P. Chile Vamos,11 132,"4,80%",Diputado,2017
5,91. Francesca Figari Schenck,IND-RN,P. Chile Vamos,1716,"0,74%",,2017
6,50. Gabriel Aránguiz Ballesteros,PRO,B. Por Todo Chile,4203,"1,32%",,2017
6,51. Julio Omar Lobos Lobos,IND-PRO,B. Por Todo Chile,3977,"1,25%",,2017
6,52. Nibaldo Gabriel Pinto Silva,IND-PRO,B. Por Todo Chile,1451,"0,46%",,2017
6,53. Óscar Andrés Arancibia Arancibia,IND-PRO,B. Por Todo Chile,1745,"0,55%",,2017
6,54. Marggorie Zumaran Oyanedel,PRO,B. Por Todo Chile,1378,"0,43%",,2017
6,55. Marianella Benavides Cárdenas,PH,G. Frente Amplio,8537,"2,69%",,2017
6,56. Diego Ibañez Cotroneo,PH,G. Frente Amplio,9185,"2,89%",Diputado,2017
6,57. Joel Andrés González Vega,IND-PH,G. Frente Amplio,7069,"2,22%",,2017
6,58. Javiera Toledo Muñoz,Poder,G. Frente Amplio,6296,"1,98%",,2017
6,59. Alejandro Germán Vergara Arias,Poder,G. Frente Amplio,2271,"0,71%",,2017
6,60. Lizet De Los Ángeles Briones Pérez,IND-Poder,G. Frente Amplio,2609,"0,82%",,2017
6,61. Luis Soto Pérez,PI,G. Frente Amplio,4736,"1,49%",,2017
6,62. Claudia Arcos Duarte,PI,G. Frente Amplio,5501,"1,73%",,2017
6,63. Fidel Rodrigo Cueto Rosales,RD,G. Frente Amplio,6567,"2,07%",,2017
6,64. Elizabeth Armstrong González,Amplitud,H. Sumemos,1563,"0,49%",,2017
6,65. Rodrigo Silva Alfaro,Amplitud,H. Sumemos,787,"0,25%",,2017
6,66. Donna Herrera Barrera,Amplitud,H. Sumemos,2511,"0,79%",,2017
6,67. Ashly Venegas Clobares,Amplitud,H. Sumemos,499,"0,16%",,2017
6,68. Jeanne Katherine Croocker Villa,Amplitud,H. Sumemos,826,"0,26%",,2017
6,69. Igor Contreras Jeria,Amplitud,H. Sumemos,655,"0,21%",,2017
6,70. Manuel Antonio Cárdenas Cancino,Amplitud,H. Sumemos,995,"0,31%",,2017
6,71. Francisca Chahuán Gajardo,IND-Amplitud,H. Sumemos,4434,"1,40%",,2017
6,72. Mauricio Riffo Méndez,UPA,M. Unión Patriótica,2121,"0,67%",,2017
6,73. Carlos Lemus Cid,UPA,M. Unión Patriótica,1127,"0,35%",,2017
6,74. Pablo Recabal Maturana,UPA,M. Unión Patriótica,1059,"0,33%",,2017
6,75. Edith Estay Olguín,UPA,M. Unión Patriótica,1055,"0,33%",,2017
6,76. Sonia Cubillos Espinoza,UPA,M. Unión Patriótica,760,"0,24%",,2017
6,77. Christian Urízar Muñoz,PS,N. La Fuerza de la Mayoría,11 232,"3,53%",,2017
6,78. Marcelo Schilling Rodríguez,PS,N. La Fuerza de la Mayoría,20 072,"6,32%",Diputado,2017
6,79. Cynthia Lorena Burgos Sánchez,PS,N. La Fuerza de la Mayoría,3559,"1,12%",,2017
6,80. Mario Francisco Pérez Navarro,PRSD,N. La Fuerza de la Mayoría,5606,"1,76%",,2017
6,81. Pedro Ávila Silva,PRSD,N. La Fuerza de la Mayoría,7601,"2,39%",,2017
6,82. Carolina Marzán Pinto,PPD,N. La Fuerza de la Mayoría,14 422,"4,54%",Diputada,2017
6,83. Ximena María Rivillo Oróstica,PPD,N. La Fuerza de la Mayoría,3712,"1,17%",,2017
6,84. Camilo Sánchez Pizarro,PCCh,N. La Fuerza de la Mayoría,6930,"2,18%",,2017
6,85. Manuel Riesco Larraín,PCCh,N. La Fuerza de la Mayoría,3237,"1,02%",,2017
6,86. Daniel Ángel Verdessi Belemmi,PDC,O. Convergencia Democrática,11 571,"3,64%",Diputado,2017
6,87. Waleska Jacqueline Castillo López,PDC,O. Convergencia Democrática,7370,"2,32%",,2017
6,88. Ulises Tobar Cassi,PDC,O. Convergencia Democrática,4853,"1,53%",,2017
6,89. Mario Luis Fuentes Romero,PDC,O. Convergencia Democrática,8009,"2,52%",,2017
6,90. Patricio Antonio Barros Viguera,PDC,O. Convergencia Democrática,2508,"0,79%",,2017
6,91. Javier Maldonado Correa,Evópoli,P. Chile Vamos,2911,"0,92%",,2017
