Distrito;Candidato;Partido;Pacto;Votos;%;Resultado;Año
48;Nilo Bernales Candia;PR;Concertación por la Democracia;10215;14,46%;;1989
48;Joaquín De La Fuente Smitmans;RN;Democracia y Progreso;7375;10,44%;;1989
48;Elcio Robustiano Fulgeri Contreras;PN;Partido Nacional;4377;6,20%;;1989
48;Ernesto Araneda Briones;PAIS;Unidad para la Democracia;3526;4,99%;;1989
48;Pedro Banoviez Cominetti;SUR;Partido del Sur;2598;3,68%;;1989
48;Manuel Pilquil Tarupil;PAIS;Unidad para la Democracia;1719;2,43%;;1989
48;Óscar Santiago Coddou Vivanco;AN;Alianza de Centro;1440;2,04%;;1989
48;Luis Colicheo Traipe;SUR;Partido del Sur;1019;1,44%;;1989
49;Roberto Muñoz Barra;ILA;Concertación por la Democracia;24958;37,82%;Diputado;1989
49;Tomás Bize Brintrup;PH;Concertación por la Democracia;7827;11,86%;;1989
49;José Antonio Galilea Vidaurre;RN;Democracia y Progreso;14024;21,25%;Diputado;1989
49;Miguel Huerta Marín;RN;Democracia y Progreso;5625;8,52%;;1989
49;Óscar Reidel Egger;SUR;Partido del Sur;1563;2,37%;;1989
49;Raúl Latorre Noack;SUR;Partido del Sur;821;1,24%;;1989
49;Marta Benavides Cabeza;AN;Alianza de Centro;1085;1,64%;;1989
49;Claudio Morán Ibáñez;ILD;Alianza de Centro;1873;2,84%;;1989
49;Carlos G. Podlech Michaud;PN;Partido Nacional;4951;7,50%;;1989
49;Fernando Troncoso Marchant;PN;Partido Nacional;3256;4,93%;;1989
50;Francisco Huenchumilla Jaramillo;PDC;Concertación por la Democracia;46279;38,67%;Diputado;1989
50;José García Ruminot;RN;Democracia y Progreso;35240;29,44%;Diputado;1989
50;Sol Arriagada Aroca;PAIS;Unidad para la Democracia;11942;9,98%;;1989
50;Tatiana Rudolph Espinoza;SUR;Partido del Sur;10712;8,95%;;1989
50;Manuel Labbé Parra;ILA;Concertación por la Democracia;8719;7,28%;;1989
50;Sergio Liempi Marín;SUR;Partido del Sur;2698;2,25%;;1989
50;Isaac Ugarte Soto;RN;Democracia y Progreso;2358;1,97%;;1989
50;Hardy Momberg Roa;PN;Partido Nacional;1742;1,46%;;1989
51;José Peña Meza;PR;Concertación por la Democracia;15875;25,06%;Diputado;1989
51;Eugenio Tuma Zedan;ILA;Concertación por la Democracia;14892;23,51%;;1989
51;Teodoro Ribera Neumann;RN;Democracia y Progreso;13273;20,96%;Diputado;1989
51;Mariano del Pico Espinoza;RN;Democracia y Progreso;5825;9,20%;;1989
51;Óscar Manquilef Aravena;SUR;Partido del Sur;4689;7,40%;;1989
51;Carlos Cerda Cereceda;SUR;Partido del Sur;2930;4,63%;;1989
51;Emilio Cayuqueo Millán;IND;Independiente;2308;3,64%;;1989
51;Juan Antonio Neculmán Huenuman;IND;Independiente;1794;2,83%;;1989
51;Pablo Julio Lubascher Ruiz;ILD;Alianza de Centro;1754;2,77%;;1989
52;Mario Acuña Cisternas;PDC;Concertación por la Democracia;18623;29,75%;Diputado;1989
52;René Manuel García García;RN;Democracia y Progreso;18305;29,24%;Diputado;1989
52;Amador Zerene Chahuan;RN;Democracia y Progreso;8274;13,22%;;1989
52;Herácleo Cárdenas Soto;SUR;Partido del Sur;5944;9,50%;;1989
52;Raúl Florcita Alarcón Rojas;PH;Concertación por la Democracia;3872;6,19%;;1989
52;Mario Raiman;PN;Partido Nacional;3732;5,96%;;1989
52;Efraín Nahuelpán Nahuelpán;SUR;Partido del Sur;2469;3,94%;;1989
52;Sergio Mercado Melín;IND;Independiente;1377;2,20%;;1989
53;Arturo Hernández Orellana;ILA;Concertación por la Democracia;18834;21,96%;;1989
53;Juan Concha Urbina;PDC;Concertación por la Democracia;32085;37,41%;Diputado;1989
53;Juan Enrique Taladriz García;RN;Democracia y Progreso;22947;26,76%;Diputado;1989
53;Héctor Bravo Letelier;ILB;Democracia y Progreso;5847;6,82%;;1989
53;Carlos Boero Rodríguez;AN;Alianza de Centro;1682;1,96%;;1989
53;Israel Navarrete Jaramillo;PN;Partido Nacional;4366;5,09%;;1989
54;Carlos Caminondo Sáez;RN;Democracia y Progreso;23894;29,82%;Diputado;1989
54;Mario Enrique Devaud Ojeda;PR;Concertación por la Democracia;20042;25,01%;Diputado;1989
54;Eduardo Segundo Hunter Abarzua;AN;Alianza de Centro;3846;4,80%;;1989
54;Ewald Wittke Gunther;RN;Democracia y Progreso;7816;9,76%;;1989
54;José Luis González Rodríguez;ILA;Concertación por la Democracia;18652;23,28%;;1989
54;Orwal Geofredo Casanova Cameron;SUR;Partido del Sur;3931;4,91%;;1989
54;Patricio Fainberg Sangmeister;ILD;Alianza de Centro;1942;2,42%;;1989
55;Sergio Ojeda Uribe;PDC;Concertación por la Democracia;30536;38,95%;Diputado;1989
55;Marina Prochelle Aguilar;RN;Democracia y Progreso;21134;26,96%;Diputada;1989
55;Rabindranath Quinteros Lara;ILG;Unidad para la Democracia;11782;15,03%;;1989
55;Alejandro Kauak Garabit;ILB;Democracia y Progreso;7676;9,79%;;1989
55;Rubén Zapata Bravo;PAIS;Unidad para la Democracia;7273;9,28%;;1989
56;Carlos Eduardo Recondo Lavanderos;UDI;Democracia y Progreso;12565;18,76%;Diputado;1989
56;Victor Fernando Reyes Alvarado;PDC;Concertación por la Democracia;19077;28,49%;Diputado;1989
56;Edelberto Luis Haller Volcke;PN;Partido Nacional;1854;2,77%;;1989
56;Hardy Stange Heim;RN;Democracia y Progreso;10547;15,75%;;1989
56;Humberto Lagos Schuffeneger;PPD;Concertación por la Democracia;16558;24,73%;;1989
56;Marcelo Federico Teuber Loebel;SUR;Partido del Sur;3156;4,71%;;1989
56;Sonia Verónica Álvarez Kiessling;SUR;Partido del Sur;3205;4,79%;;1989
57;Sergio Elgueta Barrientos;PDC;Concertación por la Democracia;22650;28,63%;Diputado;1989
57;Carlos Kuschel Silva;RN;Democracia y Progreso;21211;26,81%;Diputado;1989
57;Gonzalo Pineda Bravo;PPD;Concertación por la Democracia;20240;25,59%;;1989
57;Celia Brahm Navarrete;PN;Partido Nacional;7995;10,11%;;1989
57;Patricio González Saldivia;RN;Democracia y Progreso;5625;7,11%;;1989
57;Víctor Neira Ojeda;SUR;Partido del Sur;868;1,10%;;1989
57;José Alberto Segura Díaz;SUR;Partido del Sur;515;0,65%;;1989
58;Manuel Vera Cárcamo;ILA;Concertación por la Democracia;16671;25,02%;;1989
58;Dionisio Ventura Faulbaum Mayorga;PR;Concertación por la Democracia;18252;27,39%;Diputado;1989
58;Juan Alberto Pérez Muñoz;RN;Democracia y Progreso;16216;24,34%;Diputado;1989
58;Aliro Caimapo Oyarzo;ILB;Democracia y Progreso;10531;15,81%;;1989
58;Julio Sanzana Otey;IND;Independiente;4956;7,44%;;1989
59;Antonio Horvath Kiss;ILB;Democracia y Progreso;13778;37,74%;Diputado;1989
59;Baldemar Carrasco Muñoz;PDC;Concertación por la Democracia;9264;25,38%;Diputado;1989
59;Silvia Moreno González;PR;Concertación por la Democracia;7449;20,41%;;1989
59;Leopoldo Ortega Rodríguez;PAIS;Unidad para la Democracia;3354;9,19%;;1989
59;Alberto Garrido Vargas;RN;Democracia y Progreso;733;2,01%;;1989
59;Juan Alonso Biava;PN;Partido Nacional;671;1,84%;;1989
59;Miguel Ángel Hormazábal Gómez;AN;Alianza de Centro;381;1,04%;;1989
59;Rodrigo N. Santana Cárdenas;PL;Liberal-Socialista Chileno;283;0,78%;;1989
59;Marco Antonio Encina Villalobos;SUR;Partido del Sur;269;0,74%;;1989
59;Douglas Christian Hyde;ILD;Alianza de Centro;182;0,50%;;1989
59;Ignacio Lagno Castillo;PRSD;Unidad para la Democracia;139;0,38%;;1989
60;Milenko Vilicic Karnincic;ILA;Concertación por la Democracia;27546;34,85%;Diputado;1989
60;Carlos Smok Ubeda;PPD;Concertación por la Democracia;23857;30,18%;Diputado;1989
60;Eduardo Menéndez Glasinovic;ILB;Democracia y Progreso;20574;26,03%;;1989
60;Alfonso Campos González;RN;Democracia y Progreso;4389;5,55%;;1989
60;Jorge Buvinic Fernández;AN;Alianza de Centro;2678;3,39%;;1989
1;Salvador Urrutia Cárdenas;PPD;Concertación por la Democracia;35928;43,04%;Diputado;1993
1;Carlos Valcarce Medina;RN;Unión por el Progreso de Chile;24386;29,21%;Diputado;1993
1;Luis Leblanc Valenzuela;PDC;Concertación por la Democracia;15939;19,09%;;1993
1;José Solari Ramírez;ILB;Unión por el Progreso de Chile;3340;4,00%;;1993
1;Pedro Cisternas Flores;PCCh;Alternativa Democrática de Izquierda;3000;3,59%;;1993
1;Patricio Torres Zamora;AHV;La Nueva Izquierda;887;1,06%;;1993
2;Ramón Pérez Opazo;RN;Unión por el Progreso de Chile;28909;36,67%;Diputado;1993
2;Jorge Soria Macchiavello;PPD;Concertación por la Democracia;23941;30,37%;Diputado;1993
2;Vladislav Kuzmicic Calderón;ILA;Alternativa Democrática de Izquierda;13846;17,56%;;1993
2;Freddy Vilches Paz-Soldán;UCC;Unión por el Progreso de Chile;6111;7,75%;;1993
2;Marta Arancibia Silva;SD;Concertación por la Democracia;2709;3,44%;;1993
2;Braulio Lemus Araya;PCCh;Alternativa Democrática de Izquierda;2511;3,18%;;1993
2;María Eugenia Álvarez Michea;AHV;La Nueva Izquierda;815;1,03%;;1993
3;Fanny Pollarolo Villa;ILD;Concertación por la Democracia;34426;42,82%;Diputada;1993
3;Carlos Cantero Ojeda;RN;Unión por el Progreso;17931;22,30%;Diputado;1993
3;Juan Luis Maurás Novella;PR;Concertación por la Democracia;12874;16,01%;;1993
3;Nalto Espinoza Hurtado;UDI;Unión por el Progreso;9730;12,10%;;1993
3;Víctor Ravello Vidal;PCCh;Alternativa Democrática de Izquierda;2297;2,86%;;1993
3;Carlos Clift Tapia;ILA;Alternativa Democrática de Izquierda;2230;2,77%;;1993
3;Antonio Onell Lucero;AHV;La Nueva Izquierda;910;1,13%;;1993
4;Elivia del Carmen Silva Iriarte;PCCh;Alternativa Democrática de Izquierda;6029;5,21%;;1993
4;Felipe Ignacio Valenzuela Herrera;PS;Concertación por la Democracia;31799;27,45%;Diputado;1993
4;Héctor Luis García Aguirre;RN;Unión por el Progreso de Chile;7692;6,64%;;1993
4;Luis Espinoza Garrido;ILA;Alternativa Democrática de Izquierda;2734;2,36%;;1993
4;Patricio Enrique Valdivia Guerra;UDI;Unión por el Progreso de Chile;23810;20,56%;;1993
4;Rubén Gajardo Chacón;PDC;Concertación por la Democracia;43761;37,78%;Diputado;1993
5;Erick Villegas González;PDC;Concertación por la Democracia;19090;28,94%;Diputado;1993
5;Ruth Vega Donoso;PS;Concertación por la Democracia;16093;24,40%;;1993
5;Carlos Vilches Guzmán;RN;Unión por el Progreso de Chile;13320;20,19%;Diputado;1993
5;Eduardo Esteffan Marco;UDI;Unión por el Progreso de Chile;8775;13,30%;;1993
5;Eduardo Aramburú García;PCCh;Alternativa democrática de Izquierda;4773;7,24%;;1993
5;Ruth Eliana López Sagua;ECO;La Nueva Izquierda;2215;3,36%;;1993
5;Julia Droguett Ledezma;ILA;Alternativa democrática de Izquierda;1699;2,58%;;1993
6;Baldo Prokurica Prokurica;RN;Unión por el Progreso de Chile;12125;27,74%;Diputado;1993
6;Manuel Noman Elías;UDI;Unión por el Progreso de Chile;11585;26,50%;;1993
6;Armando Arancibia Calderón;PS;Concertación por la Democracia;11345;25,95%;Diputado;1993
6;Pedro Esquivel Santander;ILD;Concertación por la Democracia;4797;10,97%;;1993
6;Guido Díaz Silva;PCCh;Alternativa Democrática de Izquierda;2028;4,64%;;1993
6;Eduardo Zúñiga Jofré;ILA;Alternativa Democrática de Izquierda;1214;2,78%;;1993
6;Rutce González Robledo;ILC;La Nueva Izquierda;619;1,42%;;1993
7;Joaquín Palma Irarrázaval;PDC;Concertación por la Democracia;24562;29,47%;Diputado;1993
7;Eugenio Munizaga Rodríguez;RN;Unión por el Progreso de Chile;23007;27,61%;Diputado;1993
7;Ricardo Brodsky Baudet;PPD;Concertación por la Democracia;22247;26,70%;;1993
7;Sergio del Campo Fayet;ILB;Unión por el Progreso de Chile;7931;9,52%;;1993
7;Herman Martínez Acosta;PCCh;Alternativa Democrática de Izquierda;3534;4,24%;;1993
7;Mario Véliz Araya;PCCh;Alternativa Democrática de Izquierda;2056;2,47%;;1993
8;Jorge Pizarro Soto;PDC;Concertación por la Democracia;51258;52,33%;Diputado;1993
8;Jorge Morales Adriasola;RN;Unión por el Progreso de Chile;19432;19,84%;;1993
8;Francisco Encina Moriamez;PS;Concertación por la Democracia;13360;13,64%;Diputado;1993
8;Rodrigo Sugg Pierry;ILB;Unión por el Progreso de Chile;7197;7,35%;;1993
8;Francisco Guerra Gutiérrez;PCCh;Alternativa Democrática de Izquierda;4178;4,27%;;1993
8;Bartolomé Ponce Castillo;PCCh;Alternativa Democrática de Izquierda;2519;2,57%;;1993
9;Isabel Allende Bussi;PS;Concertación por la Democracia;21752;34,54%;Diputada;1993
9;Renán Fuentealba Vildósola;PDC;Concertación por la Democracia;15512;24,63%;Diputado;1993
9;Floridor Pinto Cortés;UDI;Unión por el Progreso de Chile;9405;14,93%;;1993
9;Arturo Aguirre Bustamante;UCC;Unión por el Progreso de Chile;6963;11,06%;;1993
9;Jorge Insunza Becker;PCCh;Alternativa Democrática de Izquierda;6903;10,96%;;1993
9;Fernando Silva Delgado;PCCh;Alternativa Democrática de Izquierda;2445;3,88%;;1993
10;Mario Muñoz Salas;ILA;Alternativa Democrática de Izquierda;3325;2,46%;;1993
10;Zaida Cancino Sepúlveda;PCCh;Alternativa Democrática de Izquierda;5211;3,86%;;1993
10;María Teresa Cerda García;ILB;Unión por el Progreso de Chile;18019;13,35%;;1993
10;Alfonso Vargas Lyng;RN;Unión por el Progreso de Chile;32840;24,34%;Diputado;1993
10;Ignacio Walker Prieto;PDC;Concertación por la Democracia;46214;34,25%;Diputado;1993
10;Luciano Valle Acevedo;PS;Concertación por la Democracia;29323;21,73%;;1993
11;Nelson Ávila Contreras;PPD;Concertación por la Democracia;34554;33,08%;Diputado;1993
11;Claudio Rodríguez Cataldo;RN;Unión por el Progreso de Chile;29213;27,96%;Diputado;1993
11;Sergio Jara Catalán;PDC;Concertación por la Democracia;24490;23,44%;;1993
11;Arturo Venega Gutiérrez;ILB;Unión por el Progreso de Chile;7247;6,94%;;1993
11;Alicia Rojas Vega;ILA;Alternativa democrática de Izquierda;4347;4,16%;;1993
11;Pablo Contreras Trujillo;PCCh;Alternativa democrática de Izquierda;3279;3,14%;;1993
11;Leonardo Valdés Pasten;AHV;La Nueva Izquierda;1341;1,28%;;1993
12;Iván de la Maza Maillet;PDC;Concertación por la Democracia;42891;37,78%;Diputado;1993
12;Arturo Longton Guerrero;RN;Unión por el Progreso de Chile;38630;34,03%;Diputado;1993
12;Waldo Vidal Álvarez;UCC;Unión por el Progreso de Chile;14148;12,46%;;1993
12;Guillermo Kegevic Ahumada;SD;Concertación por la Democracia;11939;10,52%;;1993
12;Guillermo Scherping Villegas;PCCh;Alternativa Democrática de Izquierda;5917;5,21%;;1993
13;Aldo Cornejo González;PDC;Concertación por la Democracia;64232;41,67%;Diputado;1993
13;Francisco Bartolucci Johnston;UDI;Unión por el Progreso de Chile;45010;29,20%;Diputado;1993
13;Jorge Molina Valdivieso;PPD;Concertación por la Democracia;17216;11,17%;;1993
13;Alberto Neumann Lagos;PCCh;Alternativa democrática de Izquierda;13265;8,61%;;1993
13;Álex Eduardo Guerra Sclavos;UCC;Unión por el Progreso de Chile;8544;5,54%;;1993
13;Jaime Romero Pérez;AHV;La Nueva Izquierda;2123;1,38%;;1993
13;María Eugenia Canales Medina;AHV;La Nueva Izquierda;1923;1,25%;;1993
13;Maximiliano Marholz Venegas;PCCh;Alternativa Democrática de Izquierda;1839;1,19%;;1993
14;Juan Soto Vergara;PCCh;Alternativa Democrática de Izquierda;14019;8,76%;;1993
14;Raúl Urrutia Ávila;RN;Unión por el Progreso de Chile;47729;29,81%;Diputado;1993
14;Eugenia Garrido Álvarez de la Rivera;UDI;Unión por el Progreso de Chile;27831;17,38%;;1993
14;Juvenal Peñailillo Farías;AHV;La Nueva Izquierda;2866;1,79%;;1993
14;José Makluf Campos;PDC;Concertación por la Democracia;44996;28,10%;Diputado;1993
14;José Molina Sepúlveda;SD;Concertación por la Democracia;22662;14,15%;;1993
15;Samuel Venegas Rubio;PDC;Concertación por la Democracia;30174;39,85%;Diputado;1993
15;Evelyn Matthei Fornet;ILB;Unión por el Progreso de Chile;19572;25,85%;Diputada;1993
15;Gonzalo Yuseff Sotomayor;RN;Unión por el Progreso de Chile;10950;14,46%;;1993
15;Julio Stuardo González;PS;Concertación por la Democracia;6719;8,87%;;1993
15;Cosme Caracciolo Álvarez;PCCh;Alternativa Democrática de Izquierda;3858;5,10%;;1993
15;Mireya Baltra Moreno;PCCh;Alternativa Democrática de Izquierda;3802;5,02%;;1993
15;Jorge Blaessinger Lobos;IND;Independiente;645;0,85%;;1993
16;Zarko Luksic Sandoval;PDC;Concertación por la Democracia;38186;30,93%;Diputado;1993
16;Patricio Melero Abaroa;UDI;Unión por el Progreso de Chile;35881;29,06%;Diputado;1993
16;Adriana Muñóz D'Albora;PS;Concertación por la Democracia;35631;28,86%;;1993
16;Francisco Pfeffer Urquiaga;UCC;Unión por el Progreso de Chile;6413;5,19%;;1993
16;José Ramón Oróstica Palma;PCCh;Alternativa democrática de Izquierda;4456;3,61%;;1993
16;Sylvia Gálvez Valenzuela;ILC;La Nueva Izquierda;1602;1,30%;;1993
16;Jaime Villagrán Moraga;ILC;La Nueva Izquierda;1306;1,06%;;1993
17;María Antonieta Saa Díaz;PPD;Concertación por la Democracia;62190;35,82%;Diputada;1993
17;Ramón Elizalde Hevia;PDC;Concertación por la Democracia;58693;33,80%;Diputado;1993
17;Franz Busch Porras;UCC;Unión por el Progreso de Chile;19992;11,51%;;1993
17;Álvaro Gómez Gallo;UCC;Unión por el Progreso de Chile;14895;8,58%;;1993
17;Luzmenia Cecilia Toro Sepúlveda;PCCh;Alternativa Democrática de Izquierda;10827;6,24%;;1993
17;Marcial Muñoz Gómez;AHV;La Nueva Izquierda;3584;2,06%;;1993
17;Emilio Muñoz Ibáñez;PCCh;Alternativa Democrática de Izquierda;3457;1,99%;;1993
18;Guido Girardi Lavín;PPD;Concertación por la Democracia;83537;42,69%;Diputado;1993
18;Ignacio Balbontín Arteaga;PDC;Concertación por la Democracia;38719;19,79%;Diputado;1993
18;Andrés Sotomayor Mardones;RN;Unión por el Progreso de Chile;29799;15,23%;;1993
18;Gladys Marín Millie;PCCh;Alternativa democrática de Izquierda;28005;14,31%;;1993
18;Dante Yutronic Cavagnaro;UCC;Unión por el Progreso de Chile;9207;4,70%;;1993
18;Rebeca Bize Brintrup;AHV;La Nueva Izquierda;2335;1,19%;;1993
18;Anselmo Peiñán Catrifol;ILC;La Nueva Izquierda;2186;1,12%;;1993
18;Sergio Varas Torrijos;PCCh;Alternativa democrática de Izquierda;1899;0,97%;;1993
19;Mario Hamuy Berr;PDC;Concertación por la Democracia;37748;28,59%;Diputado;1993
19;Óscar Santelices Altamirano;PPD;Concertación por la Democracia;35142;26,62%;;1993
19;Cristián Leay Morán;UDI;Unión por el Progreso de Chile;32757;24,81%;Diputado;1993
19;Ricardo Hales Chabán;ILC;La Nueva Izquierda;1559;1,18%;;1993
19;Gabriel Álvarez Martínez;ILB;Unión por el Progreso de Chile;16644;12,61%;;1993
19;Nano Acevedo;PCCh;Alternativa Democrática de Izquierda;6847;5,19%;;1993
19;Mario Lobos Flores;ILA;Alternativa Democrática de Izquierda;1317;1,00%;;1993
20;Angel Fantuzzi Hernández;RN;Unión por el Progreso de Chile;76679;35,05%;Diputado;1993
20;Carlos Dupré Silva;PDC;Concertación por la Democracia;69617;31,82%;Diputado;1993
20;Luis Sánchez Castellón;PS;Concertación por la Democracia;48189;22,03%;;1993
20;Mario Varela Herrera;UDI;Unión por el Progreso de Chile;9501;4,34%;;1993
20;Carlos Toro Sepulveda;PCCh;Alternativa Democrática de Izquierda;6529;2,98%;;1993
20;Ernesto Medina Aguayo;PCCh;Alternativa Democrática de Izquierda;4753;2,17%;;1993
20;Jorge Alcaíno Rivero;AHV;La Nueva Izquierda;3489;1,59%;;1993
21;Alberto Espina Otero;RN;Unión por el Progreso de Chile;82941;43,33%;Diputado;1993
21;Gutenberg Martínez Ocamica;PDC;Concertación por la Democracia;74079;38,70%;Diputado;1993
21;Juan Jorge Lazo Rodríguez;UDI;Unión por el Progreso de Chile;13184;6,89%;;1993
21;María de la Luz Cerda Segali;AHV;La Nueva Izquierda;9375;4,90%;;1993
21;Raúl Gustavo Núñez;ILD;Concertación por la Democracia;4658;2,43%;;1993
21;Carlos Albrecht Viveros;PCCh;Alternativa Democrática de Izquierda;4387;2,29%;;1993
21;Alfredo Calvo Cabezas;PCCh;Alternativa Democrática de Izquierda;1648;0,86%;;1993
21;Tomas Juan Bize Brintrup;AHV;La Nueva Izquierda;1166;0,61%;;1993
22;Jorge Schaulsohn Brodsky;PPD;Concertación por la Democracia;50386;37,51%;Diputado;1993
22;Alberto Cardemil Herrera;RN;Unión por el Progreso de Chile;35740;26,61%;Diputado;1993
22;Waldo Mora Longa;PDC;Concertación por la Democracia;26439;19,68%;;1993
22;Domingo Arteaga Echeverría;UDI;Unión por el Progreso de Chile;14136;10,52%;;1993
22;Liliana Castillo Rogers;PCCh;Alternativa Democrática de Izquierda;4731;3,52%;;1993
22;Pía Figueroa Edwards;AHV;La Nueva Izquierda;2883;2,15%;;1993
23;Carlos Bombal Otaegui;UDI;Democracia y Progreso;65449;34,89%;Diputado;1993
23;Andrés Allamand Zavala;RN;Democracia y Progreso;58471;31,17%;Diputado;1993
23;Eliana Caraball Martínez;PDC;Concertación por la Democracia;52674;28,08%;;1993
23;Joaquín Aedo Garay;PPD;Concertación por la Democracia;7167;3,82%;;1993
23;León Suárez Maldonado;PCCh;Alternativa Democrática de Izquierda;1627;0,87%;;1993
23;Carlos Van Schouwen Vasey;ILC;La Nueva Izquierda;910;0,49%;;1993
23;Walter Junge Hammersley;AHV;La Nueva Izquierda;758;0,40%;;1993
23;Roberto Ávila Toledo;ILA;Alternativa Democrática de Izquierda;530;0,28%;;1993
